RegionID,Month,Mortgage
394304,forecast_23,1288.9149286160368
394304,forecast_24,1295.535641846424
394304,forecast_25,1302.1563550768108
394304,forecast_26,1308.7770683071979
394304,forecast_27,1315.3977815375847
394304,forecast_28,1322.0184947679718
394304,forecast_29,1328.6392079983586
394304,forecast_30,1335.2599212287457
394304,forecast_31,1341.8806344591326
394304,forecast_32,1348.5013476895197
394304,forecast_33,1355.1220609199065
394304,forecast_34,1361.7427741502936
394304,forecast_35,1368.3634873806805
394304,forecast_36,1374.9842006110675
394304,forecast_37,1381.6049138414544
394304,forecast_38,1388.2256270718412
394304,forecast_39,1394.8463403022283
394304,forecast_40,1401.4670535326152
394304,forecast_41,1408.0877667630023
394304,forecast_42,1414.7084799933891
394304,forecast_43,1421.3291932237762
394304,forecast_44,1427.949906454163
394304,forecast_45,1434.5706196845501
394304,forecast_46,1441.191332914937
394304,forecast_47,1447.812046145324
394304,forecast_48,1454.432759375711
394304,forecast_49,1461.053472606098
394304,forecast_50,1467.6741858364849
394304,forecast_51,1474.2948990668717
394304,forecast_52,1480.9156122972588
394304,forecast_53,1487.5363255276457
394304,forecast_54,1494.1570387580327
394304,forecast_55,1500.7777519884196
394304,forecast_56,1507.3984652188067
394304,forecast_57,1514.0191784491935
394304,forecast_58,1520.6398916795806
394304,forecast_59,1527.2606049099675
394304,forecast_60,1533.8813181403546
394306,forecast_1,812.494131202761
394306,forecast_2,817.2678518620946
394306,forecast_3,822.0415725214284
394306,forecast_4,826.8152931807622
394306,forecast_5,831.5890138400958
394306,forecast_6,836.3627344994296
394306,forecast_7,841.1364551587634
394306,forecast_8,845.9101758180971
394306,forecast_9,850.6838964774308
394306,forecast_10,855.4576171367646
394306,forecast_11,860.2313377960983
394306,forecast_12,865.005058455432
394306,forecast_13,869.7787791147658
394306,forecast_14,874.5524997740995
394306,forecast_15,879.3262204334333
394306,forecast_16,884.099941092767
394306,forecast_17,888.8736617521007
394306,forecast_18,893.6473824114345
394306,forecast_19,898.4211030707681
394306,forecast_20,903.1948237301019
394306,forecast_21,907.9685443894357
394306,forecast_22,912.7422650487694
394306,forecast_23,917.5159857081031
394306,forecast_24,922.2897063674369
394306,forecast_25,927.0634270267706
394306,forecast_26,931.8371476861043
394306,forecast_27,936.6108683454381
394306,forecast_28,941.3845890047718
394306,forecast_29,946.1583096641056
394306,forecast_30,950.9320303234393
394306,forecast_31,955.705750982773
394306,forecast_32,960.4794716421068
394306,forecast_33,965.2531923014405
394306,forecast_34,970.0269129607742
394306,forecast_35,974.800633620108
394306,forecast_36,979.5743542794418
394306,forecast_37,984.3480749387754
394306,forecast_38,989.1217955981092
394306,forecast_39,993.895516257443
394306,forecast_40,998.6692369167766
394306,forecast_41,1003.4429575761104
394306,forecast_42,1008.2166782354442
394306,forecast_43,1012.9903988947779
394306,forecast_44,1017.7641195541116
394306,forecast_45,1022.5378402134454
394306,forecast_46,1027.311560872779
394306,forecast_47,1032.0852815321127
394306,forecast_48,1036.8590021914465
394306,forecast_49,1041.6327228507803
394306,forecast_50,1046.406443510114
394306,forecast_51,1051.1801641694478
394306,forecast_52,1055.9538848287816
394306,forecast_53,1060.7276054881154
394306,forecast_54,1065.501326147449
394306,forecast_55,1070.2750468067827
394306,forecast_56,1075.0487674661165
394306,forecast_57,1079.82248812545
394306,forecast_58,1084.5962087847838
394306,forecast_59,1089.3699294441176
394306,forecast_60,1094.1436501034514
394307,forecast_1,2150.8898614930376
394307,forecast_2,2164.739213352603
394307,forecast_3,2178.588565212169
394307,forecast_4,2192.437917071735
394307,forecast_5,2206.287268931301
394307,forecast_6,2220.1366207908663
394307,forecast_7,2233.9859726504324
394307,forecast_8,2247.835324509998
394307,forecast_9,2261.684676369564
394307,forecast_10,2275.5340282291295
394307,forecast_11,2289.3833800886955
394307,forecast_12,2303.232731948261
394307,forecast_13,2317.0820838078266
394307,forecast_14,2330.9314356673926
394307,forecast_15,2344.780787526958
394307,forecast_16,2358.630139386524
394307,forecast_17,2372.4794912460898
394307,forecast_18,2386.328843105656
394307,forecast_19,2400.1781949652213
394307,forecast_20,2414.0275468247874
394307,forecast_21,2427.876898684353
394307,forecast_22,2441.726250543919
394307,forecast_23,2455.5756024034845
394307,forecast_24,2469.42495426305
394307,forecast_25,2483.274306122616
394307,forecast_26,2497.1236579821816
394307,forecast_27,2510.9730098417476
394307,forecast_28,2524.822361701313
394307,forecast_29,2538.671713560879
394307,forecast_30,2552.5210654204448
394307,forecast_31,2566.3704172800108
394307,forecast_32,2580.2197691395763
394307,forecast_33,2594.0691209991423
394307,forecast_34,2607.918472858708
394307,forecast_35,2621.767824718274
394307,forecast_36,2635.6171765778395
394307,forecast_37,2649.4665284374055
394307,forecast_38,2663.315880296971
394307,forecast_39,2677.165232156537
394307,forecast_40,2691.0145840161026
394307,forecast_41,2704.863935875668
394307,forecast_42,2718.713287735234
394307,forecast_43,2732.5626395947997
394307,forecast_44,2746.4119914543658
394307,forecast_45,2760.2613433139313
394307,forecast_46,2774.1106951734973
394307,forecast_47,2787.960047033063
394307,forecast_48,2801.809398892629
394307,forecast_49,2815.6587507521945
394307,forecast_50,2829.5081026117605
394307,forecast_51,2843.357454471326
394307,forecast_52,2857.206806330892
394307,forecast_53,2871.0561581904576
394307,forecast_54,2884.9055100500236
394307,forecast_55,2898.754861909589
394307,forecast_56,2912.604213769155
394307,forecast_57,2926.4535656287208
394307,forecast_58,2940.3029174882863
394307,forecast_59,2954.1522693478523
394307,forecast_60,2968.001621207418
394308,forecast_1,1731.6842812462057
394308,forecast_2,1741.1491959670311
394308,forecast_3,1750.6141106878565
394308,forecast_4,1760.079025408682
394308,forecast_5,1769.5439401295073
394308,forecast_6,1779.0088548503327
394308,forecast_7,1788.473769571158
394308,forecast_8,1797.9386842919832
394308,forecast_9,1807.4035990128086
394308,forecast_10,1816.868513733634
394308,forecast_11,1826.3334284544594
394308,forecast_12,1835.7983431752848
394308,forecast_13,1845.2632578961102
394308,forecast_14,1854.7281726169356
394308,forecast_15,1864.1930873377607
394308,forecast_16,1873.6580020585861
394308,forecast_17,1883.1229167794115
394308,forecast_18,1892.587831500237
394308,forecast_19,1902.0527462210623
394308,forecast_20,1911.5176609418877
394308,forecast_21,1920.982575662713
394308,forecast_22,1930.4474903835385
394308,forecast_23,1939.9124051043639
394308,forecast_24,1949.377319825189
394308,forecast_25,1958.8422345460144
394308,forecast_26,1968.3071492668398
394308,forecast_27,1977.7720639876652
394308,forecast_28,1987.2369787084906
394308,forecast_29,1996.701893429316
394308,forecast_30,2006.1668081501414
394308,forecast_31,2015.6317228709665
394308,forecast_32,2025.096637591792
394308,forecast_33,2034.5615523126173
394308,forecast_34,2044.0264670334427
394308,forecast_35,2053.4913817542683
394308,forecast_36,2062.9562964750935
394308,forecast_37,2072.4212111959187
394308,forecast_38,2081.8861259167443
394308,forecast_39,2091.35104063757
394308,forecast_40,2100.8159553583946
394308,forecast_41,2110.28087007922
394308,forecast_42,2119.745784800046
394308,forecast_43,2129.210699520871
394308,forecast_44,2138.675614241696
394308,forecast_45,2148.140528962522
394308,forecast_46,2157.6054436833474
394308,forecast_47,2167.070358404172
394308,forecast_48,2176.5352731249977
394308,forecast_49,2186.0001878458233
394308,forecast_50,2195.4651025666485
394308,forecast_51,2204.9300172874737
394308,forecast_52,2214.3949320082993
394308,forecast_53,2223.859846729125
394308,forecast_54,2233.32476144995
394308,forecast_55,2242.7896761707752
394308,forecast_56,2252.254590891601
394308,forecast_57,2261.719505612426
394308,forecast_58,2271.184420333251
394308,forecast_59,2280.649335054077
394308,forecast_60,2290.1142497749024
394312,forecast_1,1730.6035787545268
394312,forecast_2,1741.3033817303358
394312,forecast_3,1752.003184706145
394312,forecast_4,1762.7029876819543
394312,forecast_5,1773.4027906577633
394312,forecast_6,1784.1025936335725
394312,forecast_7,1794.8023966093817
394312,forecast_8,1805.5021995851907
394312,forecast_9,1816.202002561
394312,forecast_10,1826.9018055368092
394312,forecast_11,1837.6016085126182
394312,forecast_12,1848.3014114884274
394312,forecast_13,1859.0012144642367
394312,forecast_14,1869.7010174400457
394312,forecast_15,1880.400820415855
394312,forecast_16,1891.1006233916642
394312,forecast_17,1901.8004263674732
394312,forecast_18,1912.5002293432824
394312,forecast_19,1923.2000323190916
394312,forecast_20,1933.8998352949006
394312,forecast_21,1944.5996382707099
394312,forecast_22,1955.299441246519
394312,forecast_23,1965.9992442223281
394312,forecast_24,1976.6990471981374
394312,forecast_25,1987.3988501739466
394312,forecast_26,1998.0986531497556
394312,forecast_27,2008.7984561255648
394312,forecast_28,2019.498259101374
394312,forecast_29,2030.198062077183
394312,forecast_30,2040.8978650529923
394312,forecast_31,2051.5976680288018
394312,forecast_32,2062.2974710046105
394312,forecast_33,2072.99727398042
394312,forecast_34,2083.697076956229
394312,forecast_35,2094.3968799320382
394312,forecast_36,2105.0966829078475
394312,forecast_37,2115.7964858836567
394312,forecast_38,2126.4962888594655
394312,forecast_39,2137.1960918352747
394312,forecast_40,2147.895894811084
394312,forecast_41,2158.595697786893
394312,forecast_42,2169.2955007627024
394312,forecast_43,2179.9953037385117
394312,forecast_44,2190.6951067143204
394312,forecast_45,2201.3949096901297
394312,forecast_46,2212.094712665939
394312,forecast_47,2222.794515641748
394312,forecast_48,2233.4943186175574
394312,forecast_49,2244.1941215933666
394312,forecast_50,2254.8939245691754
394312,forecast_51,2265.5937275449846
394312,forecast_52,2276.293530520794
394312,forecast_53,2286.993333496603
394312,forecast_54,2297.6931364724123
394312,forecast_55,2308.3929394482216
394312,forecast_56,2319.0927424240303
394312,forecast_57,2329.7925453998396
394312,forecast_58,2340.492348375649
394312,forecast_59,2351.192151351458
394312,forecast_60,2361.8919543272673
394314,forecast_1,828.3403270827035
394314,forecast_2,831.5497296823094
394314,forecast_3,834.7591322819153
394314,forecast_4,837.9685348815212
394314,forecast_5,841.1779374811271
394314,forecast_6,844.3873400807329
394314,forecast_7,847.5967426803388
394314,forecast_8,850.8061452799446
394314,forecast_9,854.0155478795505
394314,forecast_10,857.2249504791564
394314,forecast_11,860.4343530787622
394314,forecast_12,863.643755678368
394314,forecast_13,866.853158277974
394314,forecast_14,870.0625608775799
394314,forecast_15,873.2719634771856
394314,forecast_16,876.4813660767916
394314,forecast_17,879.6907686763975
394314,forecast_18,882.9001712760033
394314,forecast_19,886.1095738756092
394314,forecast_20,889.3189764752151
394314,forecast_21,892.5283790748209
394314,forecast_22,895.7377816744267
394314,forecast_23,898.9471842740327
394314,forecast_24,902.1565868736386
394314,forecast_25,905.3659894732443
394314,forecast_26,908.5753920728503
394314,forecast_27,911.7847946724562
394314,forecast_28,914.994197272062
394314,forecast_29,918.2035998716678
394314,forecast_30,921.4130024712738
394314,forecast_31,924.6224050708796
394314,forecast_32,927.8318076704854
394314,forecast_33,931.0412102700914
394314,forecast_34,934.2506128696972
394314,forecast_35,937.460015469303
394314,forecast_36,940.669418068909
394314,forecast_37,943.8788206685149
394314,forecast_38,947.0882232681206
394314,forecast_39,950.2976258677265
394314,forecast_40,953.5070284673325
394314,forecast_41,956.7164310669382
394314,forecast_42,959.9258336665441
394314,forecast_43,963.1352362661501
394314,forecast_44,966.344638865756
394314,forecast_45,969.5540414653617
394314,forecast_46,972.7634440649676
394314,forecast_47,975.9728466645736
394314,forecast_48,979.1822492641793
394314,forecast_49,982.3916518637852
394314,forecast_50,985.6010544633912
394314,forecast_51,988.8104570629969
394314,forecast_52,992.0198596626028
394314,forecast_53,995.2292622622087
394314,forecast_54,998.4386648618147
394314,forecast_55,1001.6480674614204
394314,forecast_56,1004.8574700610263
394314,forecast_57,1008.0668726606323
394314,forecast_58,1011.276275260238
394314,forecast_59,1014.4856778598439
394314,forecast_60,1017.6950804594499
394318,forecast_1,1740.6683305223007
394318,forecast_2,1750.8756395467258
394318,forecast_3,1761.0829485711508
394318,forecast_4,1771.290257595576
394318,forecast_5,1781.497566620001
394318,forecast_6,1791.704875644426
394318,forecast_7,1801.9121846688513
394318,forecast_8,1812.1194936932764
394318,forecast_9,1822.3268027177014
394318,forecast_10,1832.5341117421265
394318,forecast_11,1842.7414207665515
394318,forecast_12,1852.9487297909766
394318,forecast_13,1863.1560388154016
394318,forecast_14,1873.363347839827
394318,forecast_15,1883.570656864252
394318,forecast_16,1893.777965888677
394318,forecast_17,1903.985274913102
394318,forecast_18,1914.1925839375272
394318,forecast_19,1924.3998929619522
394318,forecast_20,1934.6072019863773
394318,forecast_21,1944.8145110108026
394318,forecast_22,1955.0218200352276
394318,forecast_23,1965.2291290596527
394318,forecast_24,1975.4364380840777
394318,forecast_25,1985.6437471085028
394318,forecast_26,1995.8510561329279
394318,forecast_27,2006.058365157353
394318,forecast_28,2016.2656741817782
394318,forecast_29,2026.4729832062033
394318,forecast_30,2036.6802922306283
394318,forecast_31,2046.8876012550534
394318,forecast_32,2057.0949102794784
394318,forecast_33,2067.3022193039033
394318,forecast_34,2077.5095283283285
394318,forecast_35,2087.716837352754
394318,forecast_36,2097.9241463771787
394318,forecast_37,2108.131455401604
394318,forecast_38,2118.3387644260292
394318,forecast_39,2128.546073450454
394318,forecast_40,2138.753382474879
394318,forecast_41,2148.960691499304
394318,forecast_42,2159.1680005237295
394318,forecast_43,2169.3753095481543
394318,forecast_44,2179.5826185725796
394318,forecast_45,2189.789927597005
394318,forecast_46,2199.9972366214297
394318,forecast_47,2210.2045456458545
394318,forecast_48,2220.41185467028
394318,forecast_49,2230.619163694705
394318,forecast_50,2240.82647271913
394318,forecast_51,2251.033781743555
394318,forecast_52,2261.2410907679805
394318,forecast_53,2271.4483997924053
394318,forecast_54,2281.65570881683
394318,forecast_55,2291.8630178412554
394318,forecast_56,2302.0703268656807
394318,forecast_57,2312.2776358901056
394318,forecast_58,2322.484944914531
394318,forecast_59,2332.692253938956
394318,forecast_60,2342.899562963381
394321,forecast_1,849.9895198460476
394321,forecast_2,853.5329224331376
394321,forecast_3,857.0763250202276
394321,forecast_4,860.6197276073175
394321,forecast_5,864.1631301944074
394321,forecast_6,867.7065327814973
394321,forecast_7,871.2499353685873
394321,forecast_8,874.7933379556773
394321,forecast_9,878.3367405427672
394321,forecast_10,881.8801431298572
394321,forecast_11,885.423545716947
394321,forecast_12,888.966948304037
394321,forecast_13,892.510350891127
394321,forecast_14,896.0537534782169
394321,forecast_15,899.5971560653069
394321,forecast_16,903.1405586523967
394321,forecast_17,906.6839612394867
394321,forecast_18,910.2273638265767
394321,forecast_19,913.7707664136667
394321,forecast_20,917.3141690007566
394321,forecast_21,920.8575715878466
394321,forecast_22,924.4009741749364
394321,forecast_23,927.9443767620264
394321,forecast_24,931.4877793491163
394321,forecast_25,935.0311819362063
394321,forecast_26,938.5745845232963
394321,forecast_27,942.1179871103861
394321,forecast_28,945.6613896974761
394321,forecast_29,949.204792284566
394321,forecast_30,952.748194871656
394321,forecast_31,956.291597458746
394321,forecast_32,959.8350000458358
394321,forecast_33,963.3784026329258
394321,forecast_34,966.9218052200158
394321,forecast_35,970.4652078071057
394321,forecast_36,974.0086103941957
394321,forecast_37,977.5520129812855
394321,forecast_38,981.0954155683755
394321,forecast_39,984.6388181554655
394321,forecast_40,988.1822207425554
394321,forecast_41,991.7256233296454
394321,forecast_42,995.2690259167352
394321,forecast_43,998.8124285038252
394321,forecast_44,1002.3558310909152
394321,forecast_45,1005.8992336780051
394321,forecast_46,1009.4426362650951
394321,forecast_47,1012.986038852185
394321,forecast_48,1016.5294414392749
394321,forecast_49,1020.0728440263649
394321,forecast_50,1023.6162466134548
394321,forecast_51,1027.1596492005447
394321,forecast_52,1030.7030517876346
394321,forecast_53,1034.2464543747246
394321,forecast_54,1037.7898569618146
394321,forecast_55,1041.3332595489046
394321,forecast_56,1044.8766621359946
394321,forecast_57,1048.4200647230846
394321,forecast_58,1051.9634673101743
394321,forecast_59,1055.5068698972643
394321,forecast_60,1059.050272484354
394323,forecast_1,1081.4891107546327
394323,forecast_2,1087.4156501244277
394323,forecast_3,1093.3421894942226
394323,forecast_4,1099.2687288640172
394323,forecast_5,1105.1952682338122
394323,forecast_6,1111.121807603607
394323,forecast_7,1117.0483469734017
394323,forecast_8,1122.9748863431967
394323,forecast_9,1128.9014257129916
394323,forecast_10,1134.8279650827862
394323,forecast_11,1140.754504452581
394323,forecast_12,1146.681043822376
394323,forecast_13,1152.6075831921708
394323,forecast_14,1158.5341225619654
394323,forecast_15,1164.4606619317606
394323,forecast_16,1170.3872013015553
394323,forecast_17,1176.31374067135
394323,forecast_18,1182.240280041145
394323,forecast_19,1188.1668194109398
394323,forecast_20,1194.0933587807344
394323,forecast_21,1200.0198981505296
394323,forecast_22,1205.9464375203243
394323,forecast_23,1211.872976890119
394323,forecast_24,1217.799516259914
394323,forecast_25,1223.7260556297088
394323,forecast_26,1229.6525949995034
394323,forecast_27,1235.5791343692986
394323,forecast_28,1241.5056737390933
394323,forecast_29,1247.432213108888
394323,forecast_30,1253.3587524786828
394323,forecast_31,1259.2852918484778
394323,forecast_32,1265.2118312182724
394323,forecast_33,1271.1383705880673
394323,forecast_34,1277.0649099578623
394323,forecast_35,1282.991449327657
394323,forecast_36,1288.9179886974518
394323,forecast_37,1294.8445280672468
394323,forecast_38,1300.7710674370414
394323,forecast_39,1306.6976068068363
394323,forecast_40,1312.6241461766313
394323,forecast_41,1318.550685546426
394323,forecast_42,1324.4772249162208
394323,forecast_43,1330.4037642860158
394323,forecast_44,1336.3303036558104
394323,forecast_45,1342.2568430256053
394323,forecast_46,1348.1833823954003
394323,forecast_47,1354.109921765195
394323,forecast_48,1360.03646113499
394323,forecast_49,1365.9630005047848
394323,forecast_50,1371.8895398745794
394323,forecast_51,1377.8160792443746
394323,forecast_52,1383.7426186141693
394323,forecast_53,1389.669157983964
394323,forecast_54,1395.5956973537586
394323,forecast_55,1401.5222367235538
394323,forecast_56,1407.4487760933484
394323,forecast_57,1413.3753154631431
394323,forecast_58,1419.3018548329383
394323,forecast_59,1425.228394202733
394323,forecast_60,1431.1549335725276
394325,forecast_1,1295.6478742890254
394325,forecast_2,1302.1144775894966
394325,forecast_3,1308.581080889968
394325,forecast_4,1315.0476841904394
394325,forecast_5,1321.5142874909106
394325,forecast_6,1327.980890791382
394325,forecast_7,1334.4474940918535
394325,forecast_8,1340.914097392325
394325,forecast_9,1347.3807006927964
394325,forecast_10,1353.8473039932678
394325,forecast_11,1360.313907293739
394325,forecast_12,1366.7805105942105
394325,forecast_13,1373.247113894682
394325,forecast_14,1379.713717195153
394325,forecast_15,1386.1803204956245
394325,forecast_16,1392.646923796096
394325,forecast_17,1399.1135270965674
394325,forecast_18,1405.5801303970388
394325,forecast_19,1412.0467336975103
394325,forecast_20,1418.5133369979815
394325,forecast_21,1424.979940298453
394325,forecast_22,1431.4465435989243
394325,forecast_23,1437.9131468993955
394325,forecast_24,1444.379750199867
394325,forecast_25,1450.8463535003384
394325,forecast_26,1457.3129568008098
394325,forecast_27,1463.7795601012813
394325,forecast_28,1470.2461634017527
394325,forecast_29,1476.712766702224
394325,forecast_30,1483.1793700026954
394325,forecast_31,1489.6459733031668
394325,forecast_32,1496.112576603638
394325,forecast_33,1502.5791799041094
394325,forecast_34,1509.0457832045809
394325,forecast_35,1515.5123865050523
394325,forecast_36,1521.9789898055237
394325,forecast_37,1528.4455931059952
394325,forecast_38,1534.9121964064666
394325,forecast_39,1541.3787997069376
394325,forecast_40,1547.845403007409
394325,forecast_41,1554.3120063078804
394325,forecast_42,1560.7786096083519
394325,forecast_43,1567.2452129088233
394325,forecast_44,1573.7118162092947
394325,forecast_45,1580.1784195097662
394325,forecast_46,1586.6450228102376
394325,forecast_47,1593.111626110709
394325,forecast_48,1599.57822941118
394325,forecast_49,1606.0448327116515
394325,forecast_50,1612.5114360121229
394325,forecast_51,1618.9780393125943
394325,forecast_52,1625.4446426130658
394325,forecast_53,1631.9112459135372
394325,forecast_54,1638.3778492140086
394325,forecast_55,1644.84445251448
394325,forecast_56,1651.3110558149515
394325,forecast_57,1657.7776591154225
394325,forecast_58,1664.244262415894
394325,forecast_59,1670.7108657163653
394325,forecast_60,1677.1774690168368
394327,forecast_1,1956.1850179916073
394327,forecast_2,1964.9091262138836
394327,forecast_3,1973.63323443616
394327,forecast_4,1982.3573426584362
394327,forecast_5,1991.0814508807125
394327,forecast_6,1999.8055591029888
394327,forecast_7,2008.529667325265
394327,forecast_8,2017.2537755475414
394327,forecast_9,2025.9778837698177
394327,forecast_10,2034.701991992094
394327,forecast_11,2043.4261002143703
394327,forecast_12,2052.1502084366466
394327,forecast_13,2060.874316658923
394327,forecast_14,2069.598424881199
394327,forecast_15,2078.3225331034755
394327,forecast_16,2087.046641325752
394327,forecast_17,2095.770749548028
394327,forecast_18,2104.4948577703044
394327,forecast_19,2113.2189659925807
394327,forecast_20,2121.943074214857
394327,forecast_21,2130.6671824371333
394327,forecast_22,2139.3912906594096
394327,forecast_23,2148.115398881686
394327,forecast_24,2156.839507103962
394327,forecast_25,2165.5636153262385
394327,forecast_26,2174.287723548515
394327,forecast_27,2183.011831770791
394327,forecast_28,2191.7359399930674
394327,forecast_29,2200.4600482153437
394327,forecast_30,2209.18415643762
394327,forecast_31,2217.9082646598963
394327,forecast_32,2226.6323728821726
394327,forecast_33,2235.356481104449
394327,forecast_34,2244.080589326725
394327,forecast_35,2252.8046975490015
394327,forecast_36,2261.528805771278
394327,forecast_37,2270.252913993554
394327,forecast_38,2278.9770222158304
394327,forecast_39,2287.7011304381067
394327,forecast_40,2296.425238660383
394327,forecast_41,2305.1493468826593
394327,forecast_42,2313.8734551049356
394327,forecast_43,2322.597563327212
394327,forecast_44,2331.321671549488
394327,forecast_45,2340.0457797717645
394327,forecast_46,2348.769887994041
394327,forecast_47,2357.493996216317
394327,forecast_48,2366.2181044385934
394327,forecast_49,2374.9422126608697
394327,forecast_50,2383.666320883146
394327,forecast_51,2392.3904291054223
394327,forecast_52,2401.1145373276986
394327,forecast_53,2409.838645549975
394327,forecast_54,2418.562753772251
394327,forecast_55,2427.2868619945275
394327,forecast_56,2436.010970216804
394327,forecast_57,2444.73507843908
394327,forecast_58,2453.4591866613564
394327,forecast_59,2462.1832948836327
394327,forecast_60,2470.907403105909
394332,forecast_1,2102.609717791152
394332,forecast_2,2113.706676676979
394332,forecast_3,2124.8036355628055
394332,forecast_4,2135.9005944486325
394332,forecast_5,2146.9975533344596
394332,forecast_6,2158.0945122202866
394332,forecast_7,2169.1914711061136
394332,forecast_8,2180.28842999194
394332,forecast_9,2191.385388877767
394332,forecast_10,2202.4823477635937
394332,forecast_11,2213.5793066494207
394332,forecast_12,2224.6762655352477
394332,forecast_13,2235.7732244210747
394332,forecast_14,2246.8701833069017
394332,forecast_15,2257.9671421927283
394332,forecast_16,2269.0641010785553
