RegionID,FiveYearHomeCost,FiveYearRentCost,BetterOption
394811,97846.73052083081,92517.20979890501,Rent
394813,69933.04655596592,0.0,Rent
394814,154836.03533419405,0.0,Rent
394816,153012.95719656406,103398.06890342636,Rent
394820,180592.3034003938,144985.90830211277,Rent
394821,85321.17051652326,74216.97532374634,Rent
394823,106294.97081484472,0.0,Rent
394824,65038.94395665661,0.0,Rent
394843,69676.46007068196,79402.03433854978,Buy
394848,161311.77298598012,130787.92298570201,Rent
394849,91697.16149989805,101015.5584917877,Buy
394851,156965.7081133425,146904.40746547328,Rent
394856,177534.66581211952,0.0,Rent
394857,86811.9158768471,0.0,Rent
394859,85746.79619884086,0.0,Rent
394860,108989.67778105018,0.0,Rent
394862,128815.11288029038,93781.83884732687,Rent
394865,140493.58604938345,109777.08655567333,Rent
394866,77418.97995457599,0.0,Rent
394867,211697.2320277234,104416.59984611665,Rent
394870,69913.19095454985,91754.9023393512,Buy
394871,172521.11239081764,145466.56173933332,Rent
394872,54867.371673549984,0.0,Rent
394873,89937.45370866584,0.0,Rent
394875,70349.13706611325,89063.75366500161,Buy
394879,72873.68949328626,0.0,Rent
394880,102426.2881829188,0.0,Rent
394890,217777.24130236273,0.0,Rent
394893,55943.602476194465,0.0,Rent
394896,89264.90042979295,0.0,Rent
394898,127426.76255101652,128047.95701228312,Buy
394900,331078.05573193426,0.0,Rent
394901,219481.33228976894,209767.65559080828,Rent
394902,171514.29293117073,127917.7099847326,Rent
394905,88976.90634694483,0.0,Rent
394908,131766.8563562517,140390.56292424048,Buy
394910,94626.40920177179,108359.36438539308,Buy
394913,239029.41716313668,0.0,Rent
394917,95478.12866571071,0.0,Rent
394924,136192.79192263237,121541.02827112297,Rent
394927,107322.14677303587,115817.8688053222,Buy
394928,269288.45889095246,0.0,Rent
394930,84640.3532073963,0.0,Rent
394931,194369.3326529213,124145.14175303996,Rent
394935,85105.503192359,90363.62579021101,Buy
394937,200441.72593349233,148106.47720585242,Rent
394938,108676.4923545356,92331.80071425032,Rent
394943,148978.02248649564,143358.61479021382,Rent
394944,100738.12222725246,0.0,Rent
394949,68903.70280289582,0.0,Rent
394952,315178.9155467063,203522.26478249335,Rent
394953,53188.93762750585,0.0,Rent
394957,135552.7748872356,142497.55450854608,Buy
394960,133919.87547890338,0.0,Rent
394964,56338.3345609872,0.0,Rent
394971,116885.984015881,0.0,Rent
394972,51558.78938114394,0.0,Rent
394974,131744.1388654768,126615.7122059836,Rent
394976,177364.75100920722,135763.75142709498,Rent
394982,80103.00728043186,96727.78994244506,Buy
394983,135206.3124509573,0.0,Rent
394988,130458.22253369729,0.0,Rent
394995,151737.74690068242,174374.25109516314,Buy
394997,193151.58344193446,157865.5220428448,Rent
394998,206743.573926185,125281.22235816457,Rent
395005,176189.16498603634,145431.4913005727,Rent
395006,207014.80876136618,132039.19708293956,Rent
395007,115285.48151620214,0.0,Rent
395009,132356.1352369156,147684.4248278802,Buy
395011,103764.83763275789,0.0,Rent
395012,167112.51529974383,122480.36258139875,Rent
395013,132491.09758375314,0.0,Rent
395015,103633.35401723172,97929.57768719825,Rent
395018,138349.8577322054,0.0,Rent
395019,210376.57599233248,140249.68800559893,Rent
395022,136664.16294930532,114137.91474164538,Rent
395025,217635.03712691067,179541.63486929273,Rent
395028,100731.12954615512,93103.44834605018,Rent
395030,120155.061492867,109034.8807658289,Rent
395031,91936.18589222498,99679.32486464593,Buy
395033,69369.31653800923,87343.71590766436,Buy
395036,71662.51053879096,0.0,Rent
395038,84419.8226132155,0.0,Rent
395045,219051.02453426324,164277.59043962977,Rent
395047,60066.38609734018,0.0,Rent
395048,171418.3974451423,120972.56480128816,Rent
395050,312700.3596101519,193109.06149043856,Rent
395051,154963.18371263487,127887.42859230735,Rent
395053,211463.4644428394,122025.26043164462,Rent
395054,88688.31041797558,0.0,Rent
395055,109087.80633880713,101438.29649923828,Rent
395056,338483.3897186951,211276.1985227581,Rent
395057,424128.43995277886,0.0,Rent
395059,585858.9730253414,215722.2845527461,Rent
395061,319475.8532259669,201045.72117865135,Rent
395062,78285.43925186417,0.0,Rent
395065,427331.9028590291,250678.25012159103,Rent
395066,207081.81629418602,0.0,Rent
395068,290687.92083074286,182278.2820470852,Rent
395070,125453.60167406262,128400.72388122643,Buy
395075,76323.47787146084,87299.86108906136,Buy
395078,284670.70578585117,152635.4930347488,Rent
395079,144056.42248698403,162744.04523869845,Buy
395080,88795.613433105,0.0,Rent
395089,107112.00330945052,0.0,Rent
395094,115161.52725538037,0.0,Rent
395096,58450.74653790253,84712.98119553278,Buy
395098,94709.6531252837,0.0,Rent
395102,76235.2217163664,0.0,Rent
395103,120802.69910465175,0.0,Rent
395107,80090.00031133655,97010.6167568489,Buy
395109,99748.45848261342,0.0,Rent
395113,164848.27958721988,111724.30966576652,Rent
395114,61165.82315721947,0.0,Rent
395115,125221.42774094196,0.0,Rent
395116,96325.4502870405,90175.24083019205,Rent
395117,67635.51509099323,0.0,Rent
395118,110307.82296449401,89981.29199186689,Rent
395119,204905.04156539787,0.0,Rent
395120,69230.4947628879,0.0,Rent
395121,94087.206514014,93538.97622073375,Rent
395125,119949.53642365454,0.0,Rent
395128,111717.09676903341,0.0,Rent
395134,205066.6446866036,175339.46400122825,Rent
395139,68079.75818854867,0.0,Rent
395143,82872.30779691177,0.0,Rent
395146,103013.5782700904,100541.4562919772,Rent
395148,143372.53337840838,150998.4295439009,Buy
395151,55586.06779268191,0.0,Rent
395152,67651.89467925276,0.0,Rent
395153,145886.49701449572,0.0,Rent
395160,68382.15343563705,84906.59887463695,Buy
395161,75397.2892922426,74966.10817727618,Rent
395163,147487.33422888332,0.0,Rent
395164,149476.44405107424,169776.6453427491,Buy
395167,132032.14188334168,113348.20063097264,Rent
395169,86482.45700471058,92007.45219461183,Buy
395171,76787.83626483865,0.0,Rent
395173,144521.82799090561,0.0,Rent
395174,99326.02724393645,0.0,Rent
395179,74212.1224073572,0.0,Rent
395182,74585.94832732945,0.0,Rent
395183,220396.11859172664,170631.23429560167,Rent
395190,0.0,0.0,Rent
395193,90356.75759621769,0.0,Rent
395194,124437.74259798347,120553.93956995198,Rent
395195,128637.44331473563,127887.48943499385,Rent
395197,97645.95619577862,104210.74524465502,Buy
395199,152460.39894022344,0.0,Rent
395202,85604.67037581376,0.0,Rent
395209,202348.80647999595,155778.45776583537,Rent
395210,66205.57965644283,0.0,Rent
395213,73013.43162211591,0.0,Rent
395215,87440.5209940859,0.0,Rent
395217,44185.64058011793,0.0,Rent
395218,190569.18606394815,0.0,Rent
395221,46418.19880668593,0.0,Rent
395223,63571.143670808975,87457.46809584073,Buy
395224,76603.20761615787,73079.39412924396,Rent
395225,76810.78090831525,0.0,Rent
395229,159490.37827423215,124924.68425860372,Rent
395232,133494.2081759515,127681.53495963654,Rent
395235,97491.94178968162,112070.04567196523,Buy
395238,164935.88326870935,140539.67942418114,Rent
395240,130296.5407274468,0.0,Rent
395244,101765.77788315584,84659.6214147001,Rent
395245,57558.289815601005,0.0,Rent
395246,163482.01722330027,0.0,Rent
395247,100760.79380025272,0.0,Rent
753869,80472.89746156534,0.0,Rent
753872,146030.94170656288,119403.37407787645,Rent
753875,171562.71924569274,145305.69346932793,Rent
753895,96891.54725863847,95138.68194430362,Rent
753899,348859.66987779783,199028.2112508465,Rent
753906,166770.04334444925,165544.0482233923,Rent
753912,149132.0008507236,0.0,Rent
753917,351719.48435837595,240095.50501144692,Rent
753924,305555.51244437677,180395.9576556821,Rent
